Catégorie,Manifeste IIIF,OCR-relu,Contributeur,Source,Ville,Lieu d'exposition (section unique),Titre de l’exposition,Année début,Mois début,Jour début,Année fin,Mois fin,Jour fin,Pays d'aujourd'hui,(État d'aujourd'hui),,Pays d’époque,Ville d’époque,,adresse complète de la section telle que dans le catalogue,numéro de rue de la section,Rue de la section,étage de la section,lieu dit de la section,complément d’adresse de la section
,,,,https://rkd.nl/explore/library/106649,Rotterdam,non,"Lijst der kunstwerken van nog in leven zijnde Nederlandsche meesters en kunstliefhebbers, welke zijn toegelaten tot de stedelijke tentoonstelling, van den jare 1832, te Rotterdam",1832,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106647,Amsterdam,non,"Lijst der kunstwerken van nog in leven zijnde Nederlandsche meesters, welke zijn toegelaten tot de tentoonstelling van den jare 1832",1832,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106650,La Haye ,St. Nicolaas Gasthuis,"Lijst der schilder- en kunstwerken van nog in leven zijnde Noord-Nederlandsche meesters, welke zijn toegelaten tot de tentoonstelling te 's Gravenhage van den jare 1833",1833,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106652,Amsterdam,non,"Lijst der kunstwerken van nog in leven zijnde Nederlandsche meesters, welke zijn toegelaten tot de tentoonstelling van den jare 1834",1834,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106653,Rotterdam,non,"Lijst der kunstwerken van nog in leven zijnde Nederlandsche meesters, welke zijn toegelaten tot de tentoonstelling, van den jare 1834, te Rotterdam",1834,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106654,La Haye ,St. Nicolaas Gasthuis,"Lijst der schilder- en kunstwerken van levende meesters, welke zijn toegelaten tot de tentoonstelling te 's Gravenhage van den jare 1835",1835,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106656,Amsterdam,non,"Lijst der kunstwerken van nog in leven zijnde Nederlandsche meesters, welke zijn toegelaten tot de tentoonstelling van den jare 1836",1836,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106655,Rotterdam,Gemeenelandshuis van Schieland,"Lijst der kunstwerken van nog in leven zijnde Nederlandsche meesters, welke zijn toegelaten tot de tentoonstelling, van den jare 1836, te Rotterdam",1836,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/283139,Amsterdam,Arti et Amicitiae,Plan voor het houden van eene jaarlijksche tentoonstelling van schilderijen van levende Nederlandsche Meesters te Amsterdam,1836,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106659,Amsterdam,non,"Lijst der kunstwerken van nog in leven zijnde Nederlandsche meesters, welke zijn toegelaten tot de tentoonstelling van den jare 1838",1838,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/282998,Groningen (town),Kunstlievend Genootschap Pictura,"Catalogus van schilderijen van levende Nederlandsche meesters; waarvan de tentoonstelling zal plaats hebben te Groningen, vanwege het Kunstlievend Genootschap ter aanmoediging en bevordering van teeken- en schilderkunst te Groningen",1837,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106657,La Haye ,St. Nicolaas Gasthuis,"Lijst der schilder- en kunstwerken van nog levende meesters, welke zijn toegelaten tot de tentoonstelling te 's Gravenhage, van den jare 1837",1837,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106658,Rotterdam,Gemeenelandshuis van Schieland,"Lijst der kunstwerken van nog in leven zijnde Nederlandsche meesters, welke zijn toegelaten tot de tentoonstelling, van den jare 1838, te Rotterdam",1838,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106659,Amsterdam,non,"Lijst der kunstwerken van nog in leven zijnde Nederlandsche meesters, welke zijn toegelaten tot de tentoonstelling van den jare 1838",1838,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106660,La Haye ,Teeken-Academie 's-Gravenhage,"Lijst der schilder- en kunstwerken van nog levende meesters, welke zijn toegelaten tot de tentoonstelling te 's Gravenhage, van den jare 1839",1839,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106944,Groningen (town),Pictura Groningen,Catalogus van schilderijen van levende Nederlandsche meesters,1839,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106995,Den Bosch,non,"Lijst der Kunstwerken, van nog in leven zijnde Nederlandsche meesters, welke zijn toegelaten tot den algemeenen wedstrijd en tentoonstelling te 's Hertogenbosch, van den jare 1839",1839,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106676,Amsterdam,non,"Lijst van voortbrengselen van schilder-, teeken-, graveer-, bouw- en beeldhouwkunst, te Amsterdam, welke zijn toegelaten tot de tentoonstelling van den jare 1840",1840,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106677,Rotterdam,non,"Lijst der kunstwerken van nog in leven zijnde meesters, welke zijn toegelaten tot de tentoonstelling, van den jare 1840",1840,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/33283,La Haye ,Akademie van Beeldende Kunsten Den Haag,Lijst der schilder- en kunstwerken van levende meesters welke zijn toegelaten tot de tentoonstelling te 's Gravenhage,1841,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106680,La Haye ,Teeken-Academie 's-Gravenhage,"Lijst der schilder- en kunstwerken van levende meesters, welke zijn toegelaten tot de tentoonstelling te 's Gravenhage van den jare 1841",1841,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106947,Groningen (town),Pictura Groningen,Catalogus van schilderijen van levende Nederlandsche meesters,1841,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/107038,Nimègue,Stedelijke Gebouw tot algemeen Nut en Genoegen,"Tentoonstelling van schilderijen van levende meesters te Nijmegen, 1841",1841,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106682,Amsterdam,non,"Lijst van voortbrengselen van schilder-, teeken-, graveer-, bouw- en beeldhouwkunst, te Amsterdam, welke zijn toegelaten tot de tentoonstelling van den jare 1842",1842,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/107103,Zwolle,non,"Lijst der schilder- en kunstwerken, door nog in leven zijnde Nederlandsche meesters vervaardigd, welke zijn toegelaten tot de tentoonstelling te Zwolle van den jare 1842",1842,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106683,La Haye ,Nederlandsche Maatschappij van Schoone Kunsten,"Lijst der schilder- en kunstwerken, welke geplaatst zijn op de tentoonstelling",1842,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/283048,Groningen (town),Pictura (Groningen),"Lijst van schilderijen van levende Nederlandsche meesters waarvan de tentoonstelling zal plaats hebben te Groningen van wege het kunstlievend genootschap ter aanmoeding en bevordering van de schilderkunst onder den naam: Pictura, te Groningen",1843,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106687,Amsterdam,non,"Lijst van voortbrengselen van schilder-, teeken-, graveer-, bouw- en beeldhouwkunst, te Amsterdam, welke zijn toegelaten tot de tentoonstelling van den jare 1844",1844,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106688,Rotterdam,Gemeenelandshuis van Schieland,"Lijst der kunstwerken van nog in leven zijnde meesters, welke zijn toegelaten tot de tentoonstelling, van den jare 1844",1844,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106689,La Haye ,Teeken-Academie 's-Gravenhage,"Lijst der schilder- en kunstwerken van levende meesters, welke zijn toegelaten tot de tentoonstelling te 's Gravenhage, van den jare 1845",1845,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106948,Groningen (town),Pictura (Groningen),"Catalogus van schilderijen van levende Nederlandsche meesters [Groningen, 1845]",1845,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106694,Amsterdam,non,Tentoonstelling te Amsterdam voor den jare 1846,1846,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106695,Rotterdam,Gemeenelandshuis van Schieland,"Tentoonstelling van schilder- en kunstwerken van levende meesters, te Rotterdam voor den jare 1846",1846,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/283018,Groningen (town),Pictura (Groningen),Lijst van schilderijen van levende Nederlandsche meesters waarvan de tentoonstelling zal plaats hebben te Groningen van wege het kunstlievend genootschap ter aanmoeding en bevordering van de schilderkunst onder den naam,1847,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106696,La Haye ,Teeken-Academie 's-Gravenhage,"Lijst der schilder- en kunstwerken van levende meesters, welke zijn toegelaten tot de tentoonstelling te 's Gravenhage, van den jare 1847",1847,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106698,Amsterdam,non,Tentoonstelling te Amsterdam voor den jare 1848,1848,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106697,Rotterdam,Academie van beeldende kunsten en technische wetenschappen Rotterdam,"Tentoonstelling van schilder- en kunstwerken van levende meesters, te Rotterdam voor den jare 1848",1848,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/107053,Utrecht,Gebouw voor Kunsten en Wetenschappen,"Lijst der schilder- en kunstwerken van levende meesters, welke zijn toegelaten tot de tentoonstelling te Utrecht, van den jare 1848",1848,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106700,La Haye ,Teeken-Academie 's-Gravenhage,"Lijst der schilder- en kunstwerken van levende meesters, welke zijn toegelaten tot de tentoonstelling te 's Gravenhage, van den jare 1849",1849,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106954,Groningen (town),Pictura (Groningen),"Lijst van schilderijen van levende Nederlandsche meesters [Groningen, 1849]",1849,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106717,Amsterdam,Académie royale des beaux-arts d'Amsterdam,"Tentoonstelling van schilder- en andere werken van levende kunstenaars te Amsterdam, in den jare 1850",1850,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106720,Rotterdam,Academie van beeldende kunsten en technische wetenschappen Rotterdam,"Tentoonstelling van schilder- en kunstwerken van levende meesters, te Rotterdam, voor den jare 1850",1850,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106721,La Haye ,Teeken-Academie 's-Gravenhage,"Lijst der schilder- en kunstwerken van levende meesters, welke zijn toegelaten tot de tentoonstelling te 's Gravenhage, van den jare 1851",1851,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106724,Amsterdam,Académie royale des beaux-arts d'Amsterdam,"Tentoonstelling van schilder- en andere werken van levende kunstenaars te Amsterdam, in den jare 1852",1852,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106723,Rotterdam,Academie van beeldende kunsten en technische wetenschappen Rotterdam,"Tentoonstelling van schilder- en kunstwerken te Rotterdam, voor den jare 1852",1852,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106957,Groningen (town),Pictura (Groningen),"Lijst van schilderijen van levende Nederlandsche meesters [Groningen, 1852]",1852,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106725,La Haye ,Teeken-Academie 's-Gravenhage,"Tentoonstelling van schilder- en kunstwerken van levende meesters, 's Gravenhage 1853",1853,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/107004,Leeuwarden,Maatschappij ter bevordering van Schilder- en Teekenkunst in Friesland,"Eerste tentoonstelling van schilderijen, teekeningen, enz. van levende Nederlandsche meesters [Leeuwarden, 1853]",1853,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106728,Amsterdam,Académie royale des beaux-arts d'Amsterdam,"Tentoonstelling van schilder- en andere werken van levende kunstenaars te Amsterdam, in den jare 1854",1854,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106726,Rotterdam,Académie des arts visuels et des sciences techniques de Rotterdam,"Catalogus der schilder- en kunstwerken op de tentoonstelling door de Academie van Beeldende Kunsten en Technische Wetenschappen te Rotterdam, in 1854",1854,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106960,Groningen (town),Pictura (Groningen),"Lijst van schilderijen van levende Nederlandsche meesters [Groningen, 1854]",1854,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106998,Den Bosch,non,"Tentoonstelling van schilder- en andere werken, van levende kunstenaars te 's Hertogenbosch, in den jare 1854",1854,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/107107,Zwolle,non,"Tentoonstelling van schilderijen en andere kunstwerken van levende meesters, van wege de Vereeniging Rembrandt te Zwolle, 1855",1855,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/107008,Leeuwarden,Maatschappij ter bevordering van Schilder- en Teekenkunst in Friesland,"Tweede tentoonstelling van schilderijen, teekeningen, enz. van levende Nederlandsche meesters [Leeuwarden, 1855]",1855,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106730,Amsterdam,Académie royale des beaux-arts d'Amsterdam,"Tentoonstelling van schilder- en andere werken van levende kunstenaars te Amsterdam, in den jare 1856",1856,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52049,Amsterdam,Arti et Amicitiae,"Tentoonstelling van schilder- en andere kunstwerken van levende meesters, in de kunstzalen der Maatschappij Arti et Amicitiae, ten behoeve van het Weduwen- en Weezenfonds [Amsterdam, 1856]",1856,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106733,Rotterdam,Academie van beeldende kunsten en technische wetenschappen Rotterdam,"Catalogus der schilder- en kunstwerken op de tentoonstelling door de Academie van Beeldende Kunsten en Technische Wetenschappen te Rotterdam, in 1856",1856,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106961,Groningen (town),Pictura (Groningen),"Lijst van schilderijen van levende Nederlandsche meesters [Groningen, 1856]",1856,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/107022,Maastricht,non,Tentoonstelling van schilderijen en teekeningen van levende meesters te Maastricht in het jaar 1856,1856,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52050,Amsterdam,Arti et Amicitiae,"Tentoonstelling van schilder- en andere kunstwerken van levende meesters, in de kunstzalen der Maatschappij Arti et Amicitiae ten behoeve van het Weduwen- en Weezenfonds [Amsterdam, 1857]",1857,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106738,La Haye ,Teeken-Academie 's-Gravenhage,"Tentoonstelling van schilder- en kunstwerken van levende meesters, 's Gravenhage 1857",1857,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106739,Amsterdam,Académie royale des beaux-arts d'Amsterdam,"Tentoonstelling van schilder- en andere werken van levende kunstenaars te Amsterdam, in den jare 1858",1858,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52051,Amsterdam,Arti et Amicitiae,"Tentoonstelling van schilder- en andere kunstwerken van levende meesters, in de kunstzalen der Maatschappij Arti et Amicitiae ten behoeve van het Weduwen- en Weezenfonds [Amsterdam, 1858]",1858,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106740,Rotterdam,Academie van beeldende kunsten en technische wetenschappen Rotterdam,"Catalogus der schilder- en kunstwerken op de tentoonstelling door de Academie van Beeldende Kunsten en Technische Wetenschappen te Rotterdam, in 1858",1858,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106963,Groningen (town),Pictura (Groningen),"Lijst van schilderijen van levende Nederlandsche meesters [Groningen, 1858]",1858,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52052,Amsterdam,Arti et Amicitiae,"Tentoonstelling van schilder- en andere kunstwerken van levende meesters in de kunstzalen der Maatschappij Arti et Amicitiae, ten behoeve van het Weduwen- en Weezenfonds [Amsterdam, 1859]",1859,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106741,La Haye ,Teeken-Academie 's-Gravenhage,"Tentoonstelling van kunstwerken van levende meesters, 's Gravenhage 1859",1859,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/107011,Leeuwarden,Maatschappij ter bevordering van Schilder- en Teekenkunst in Friesland,"Derde tentoonstelling van schilderijen, teekeningen, enz. van levende Nederlandsche meesters [Leeuwarden, 1859]",1859,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106751,Amsterdam,Académie royale des beaux-arts d'Amsterdam,"Tentoonstelling van schilder- en andere werken van levende kunstenaars te Amsterdam, in den jare 1860",1860,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52053,Amsterdam,Arti et Amicitiae,"Tentoonstelling van schilder- en andere kunstwerken van levende meesters in de kunstzalen der Maatschappij Arti et Amicitiae, ten behoeve van het Weduwen- en Weezenfonds [Amsterdam, 1860]",1860,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106752,Rotterdam,Academie van beeldende kunsten en technische wetenschappen Rotterdam,"Catalogus der schilder- en kunstwerken op de tentoonstelling door de Academie van Beeldende Kunsten en Technische Wetenschappen te Rotterdam, in 1860",1860,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106966,Groningen (town),Pictura (Groningen),"Lijst van schilderijen van levende Nederlandsche meesters [Groningen, 1860]",1860,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52054,Amsterdam,Arti et Amicitiae,"Tentoonstelling van schilder- en andere kunstwerken van levende meesters in de kunstzalen der Maatschappij Arti et Amicitiae, ten behoeve van het Weduwen- en Weezenfonds [Amsterdam, 1861]",1861,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106756,La Haye ,Teeken-Academie 's-Gravenhage,"Tentoonstelling van kunstwerken van levende meesters, 's Gravenhage 1861",1861,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/107055,Utrecht,Gebouw voor Kunsten en Wetenschappen,"Tentoonstelling van kunstwerken van levende meesters [Utrecht, 1861]",1861,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106786,Amsterdam,Académie royale des beaux-arts d'Amsterdam,"Tentoonstelling van schilder- en andere werken van levende kunstenaars te Amsterdam, in den jare 1862",1862,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/9747,Rotterdam,Academie van beeldende kunsten en technische wetenschappen Rotterdam,"Catalogus der schilder- en kunstwerken op de tentoonstelling door de Academie van Beeldende Kunsten en Technische Wetenschappen te Rotterdam, in 1862",1862,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52129,Amsterdam,Arti et Amicitiae,"Tentoonstelling van schilderijen en andere kunstwerken van levende meesters in de kunstzalen der Maatschappij Arti et Amicitiae, ten behoeve van het Weduwen- en Weezenfonds [Amsterdam, 1862]",1862,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106968,Groningen (town),Pictura (Groningen),"Lijst van schilderijen van levende Nederlandsche meesters [Groningen, 1862]",1862,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/281119,La Haye ,Museum Willem Twee,Tentoonstelling van schilderijen enz.,1863,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52055,Amsterdam,Arti et Amicitiae,"Tentoonstelling van schilder- en andere kunstwerken, van levende meesters in de kunstzalen der Maatschappij Arti et Amicitiae, ten behoeve van het Weduwen- en Weezenfonds",1863,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106788,La Haye ,Teeken-Academie 's-Gravenhage,"Tentoonstelling van kunstwerken van levende meesters, 's Gravenhage 1863",1863,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/107013,Leeuwarden,Maatschappij ter bevordering van Schilder- en Teekenkunst in Friesland,"Vierde tentoonstelling van schilderijen, teekeningen, enz. van levende Nederlandsche meesters [Leeuwarden, 1863]",1863,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52056,Amsterdam,Arti et Amicitiae,"Tentoonstelling van schilder- en andere kunstwerken, van levende meesters in de kunstzalen der Maatschappij Arti et Amicitiae, ten behoeve van het Weduwen- en Weezenfonds",1864,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106757,Rotterdam,Academie van beeldende kunsten en technische wetenschappen Rotterdam,"Catalogus der schilder- en kunstwerken op de eerste driejarige tentoonstelling door de Academie van Beeldende Kunsten en Technische Wetenschappen te Rotterdam, in 1864",1864,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/107057,Zutphen,non,"Tentoonstelling van schilderijen van levende meesters te Zutphen, 1864",1864,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106791,Amsterdam,Académie royale des arts visuels d'Amsterdam,"Tentoonstelling van schilder- en andere werken van levende kunstenaars te Amsterdam, in den jare 1865",1865,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/86147,Utrecht,Gebouw voor Kunsten en Wetenschappen,"Algemeene tentoonstelling van teekeningen van levende meesters [Utrecht, 1866]",1866,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52217,Amsterdam,Arti et Amicitiae,"Tentoonstelling van schilderijen, enz. van levende meesters, in de kunstzalen der Maatschappij Arti et Amicitiae, ten behoeve van het Weduwen- en Weezenfonds [Amsterdam, 1866]",1866,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106794,La Haye ,Teeken-Academie 's-Gravenhage,"Tentoonstelling van kunstwerken van levende meesters, 's Gravenhage 1866",1866,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52218,Amsterdam,Arti et Amicitiae,"Tentoonstelling van zeldzame en belangrijke schilderijen van oude meesters [Amsterdam, 1867]",1867,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106795,Rotterdam,Academie van beeldende kunsten en technische wetenschappen Rotterdam,"Catalogus der schilder- en kunstwerken, op de tentoonstelling door de Academie van Beeldende Kunsten en Technische Wetenschappen te Rotterdam, in 1867",1867,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/107058,Zutphen,Pictura Zutphen,"Tentoonstelling van schilderijen, teekeningen enz. van levende meesters, geopend door de kunstvereeniging Pictura [Zutphen, 1867]",1867,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/283636,Amsterdam,Académie royale des arts visuels d'Amsterdam,"Tentoonstelling van schilder- en andere werken van levende kunstenaars te Amsterdam, in den jare 1868",1868,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52330,Amsterdam,Arti et Amicitiae,"Tentoonstelling van teekeningen, enz. in de kunstzalen der Maatschappij Arti et Amicitiae ten behoeve van het Weduwen- en Weezenfonds [Amsterdam, 1868]",1868,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106971,Groningen (town),Pictura (Groningen),"Lijst van schilderijen van levende Nederlandsche meesters [Groningen, 1868]",1868,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106798,Amsterdam,Académie royale des arts visuels d'Amsterdam,"Tentoonstelling van schilder- en andere werken van levende kunstenaars te Amsterdam, in den jare 1868",1869,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52219,Amsterdam,Arti et Amicitiae,"Tentoonstelling van schilderijen, enz. van levende meesters in de kunstzalen der Maatschappij Arti et Amicitiae, ten behoeve van het Weduwen- en Weezenfonds [Amsterdam, 1869]",1869,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106799,La Haye ,Teeken-Academie 's-Gravenhage,"Tentoonstelling van kunstwerken van levende meesters, 's Gravenhage 1869",1869,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52261,Amsterdam,Arti et Amicitiae,"Tentoonstelling van schilderijen van levende meesters in de kunstzalen der Maatschappij Arti et Amicitiae, ten behoeve van het Weduwen- en Weezenfonds [Amsterdam, 1870]",1870,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106805,Rotterdam,Academie van beeldende kunsten en technische wetenschappen Rotterdam,"Catalogus der schilder- en kunstwerken, op de tentoonstelling door de Academie van Beeldende Kunsten en Technische Wetenschappen te Rotterdam, in 1870",1870,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52340,Amsterdam,Arti et Amicitiae,"Tentoonstelling van oude en moderne teekeningen toebehoorende aan H.H. leden van het sedert circa 200 jaren hier ter stede bestaande kunstgezelschap Arte et Amicitia, in de kunstzalen der Maatschappij ... , ten behoeve van het Weduwen- en Weezenfonds",1871,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106809,Amsterdam,Académie royale des beaux-arts d'Amsterdam,"Tentoonstelling van schilder- en andere werken van levende kunstenaars te Amsterdam, in den jare 1871",1871,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106973,Groningen (town),Pictura (Groningen),Lijst van schilderijen van levende Nederlandsche meesters,1871,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/107060,Zutphen,Pictura Zutphen,"Tentoonstelling van schilderijen en teekeningen van levende Nederlandsche meesters, geopend door de kunstvereeniging Pictura",1871,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52216,Amsterdam,Arti et Amicitiae,"Tentoonstelling van schilderijen, enz. van levende meesters,",1872,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106816,La Haye ,Teeken-Academie 's-Gravenhage,"Tentoonstelling van kunstwerken van levende meesters, 's Gravenhage 1872",1872,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/51922,Amsterdam,Arti et Amicitiae,Katalogus der tentoonstelling van voorwerpen van kunst en nijverheid uit vroegere eeuwen,1873,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106806,Rotterdam,Academie van beeldende kunsten en technische wetenschappen Rotterdam,"Catalogus der schilder- en kunstwerken, op de tentoonstelling door de Academie van Beeldende Kunsten en Technische Wetenschappen te Rotterdam, in 1873",1873,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106810,Amsterdam,Kunstmuseum van het Paleis voor Volksvlijt,"Catalogus der tentoonstelling van schilderijen, enz. van levende meesters",1873,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106811,Amsterdam,Académie royale des beaux-arts d'Amsterdam,"Tentoonstelling van schilder- en andere werken van levende meesters te Amsterdam, in den jare 1874",1874,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52329,Amsterdam,Arti et Amicitiae,Tentoonstelling van het geschenk zijne Majesteit den Koning bij het feest van hoogstdeszelfs vijf- en twintigjarige regeering aangeboden door de Maatschappij Arti et Amicitiae,1874,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106974,Groningen (town),Pictura (Groningen),Lijst der schilderijen van levende Nederlandsche meesters,1874,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/51923,Amsterdam,Arti et Amicitiae,"Tentoonstelling van kunstwerken van levende meesters, in de kunstzalen der Maatschappij Arti et Amicitiae",1875,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106817,La Haye ,Teeken-Academie 's-Gravenhage,"Tentoonstelling van kunstwerken van levende meesters, 's Gravenhage 1875",1875,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106921,Arnhem,Artibus Sacrum,Catalogus van de tentoonstelling van schilderijen enz.,1875,,,,,,,,,,,,,,,,,
